Species2,Family2,Order2,Avibase.ID2,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,common_name,scientific_name_23
Calidris minuta,Scolopacidae,Charadriiformes,AVIBASE-9936FF4A,5,2,2,1,4,20.4,14.8,2.5,3.3,21.5,93.2,46.7,45.6,50.6,35.6,21.1,Dunning,NA,NO,NA,NA,Grassland,3,3,Carnivore,Aquatic predator,Terrestrial,Little Stint,Calidris minuta
Calidris minutilla,Scolopacidae,Charadriiformes,AVIBASE-A47B0BD4,5,2,3,0,4,20.3,15.1,2.4,3.2,18.4,86.4,32.1,53.1,37.7,39.2,22.9,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,Least Sandpiper,Calidris minutilla
Calidris ptilocnemis,Scolopacidae,Charadriiformes,AVIBASE-C5971E25,4,2,2,0,4,34.3,26.1,4,5.2,23.7,130.5,65,65.5,49.8,58.8,81.3,Dunning,NA,NO,NA,NA,Grassland,3,3,Carnivore,Aquatic predator,Terrestrial,Rock Sandpiper,Calidris ptilocnemis
Calidris pugnax,Scolopacidae,Charadriiformes,AVIBASE-2DABF98F,10,5,5,0,4,37.6,26.7,3.8,5.1,42.9,163.7,85.3,81.9,51,60,131.7,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,Ruff,Calidris pugnax
Calidris pusilla,Scolopacidae,Charadriiformes,AVIBASE-F35821AA,6,3,3,0,4,22.2,15.9,2.6,4.2,20.7,92.7,50.9,43.1,54.2,39.7,27.5,Dunning,NA,NO,NA,NA,Grassland,3,3,Carnivore,Aquatic predator,Terrestrial,Semipalmated Sandpiper,Calidris pusilla
Calidris pygmaea,Scolopacidae,Charadriiformes,AVIBASE-3FC8CA50,5,3,2,0,4,22.9,18.4,4,3.5,22.5,99.4,53.4,44.8,54.4,37.2,31.7,Dunning,NA,NO,NA,NA,Coastal,3,3,Carnivore,Aquatic predator,Terrestrial,Spoon-billed Sandpiper,Calidris pygmaea
Calidris ruficollis,Scolopacidae,Charadriiformes,AVIBASE-BBDF2F1B,4,2,2,0,4,19,13.7,2.4,3.3,18.8,99.5,54.2,45.2,54.5,43.5,26.8,Dunning,NA,NO,NA,NA,Grassland,3,3,Carnivore,Aquatic predator,Terrestrial,Red-necked Stint,Calidris ruficollis
Calidris subminuta,Scolopacidae,Charadriiformes,AVIBASE-7D629288,5,2,3,0,4,20.1,15.3,2.5,3.4,21.5,88.2,43.9,44.9,49.4,35.8,30.2,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,Long-toed Stint,Calidris subminuta
Calidris subruficollis,Scolopacidae,Charadriiformes,AVIBASE-3A3C62BC,7,3,4,0,4,22.6,16.2,2.8,3.6,29.2,128.4,69.8,57.8,54.7,55.3,62.1,Dunning,NA,NO,NA,NA,Grassland,3,3,Carnivore,Omnivore,Terrestrial,Buff-breasted Sandpiper,Calidris subruficollis
Calidris temminckii,Scolopacidae,Charadriiformes,AVIBASE-5ACF7FB3,6,4,2,0,4,19,14.6,2.3,3.1,17.8,96.7,47.9,47.9,50,46.2,23,Dunning,NA,NO,NA,NA,Grassland,3,3,Carnivore,Aquatic predator,Terrestrial,Temminck's Stint,Calidris temminckii
Calidris tenuirostris,Scolopacidae,Charadriiformes,AVIBASE-09C51FA9,5,2,3,0,4,45,32.5,4.5,6.2,34.4,175.6,101.2,75.5,57.3,63.8,192,Dunning,NA,NO,NA,NA,Grassland,3,3,Carnivore,Aquatic predator,Terrestrial,Great Knot,Calidris tenuirostris
Calidris virgata,Scolopacidae,Charadriiformes,AVIBASE-11CF8C9A,5,2,3,0,4,29,15.9,4.2,5.6,30.9,173,94.2,78.6,54.5,63,201,Dunning,NA,NO,NA,NA,Coastal,3,3,Carnivore,Aquatic predator,Terrestrial,Surfbird,Calidris virgata
Coenocorypha aucklandica,Scolopacidae,Charadriiformes,AVIBASE-02884D9E,4,2,1,1,4,60.3,50,5.3,7.9,24.4,99.8,33,66.8,33.1,34.5,108.2,Dunning,NA,NO,NA,NA,Grassland,3,1,Carnivore,Invertivore,Terrestrial,Subantarctic Snipe,Coenocorypha aucklandica
Coenocorypha huegeli,Scolopacidae,Charadriiformes,AVIBASE-90E8B13B,5,2,2,1,4,57.8,46.9,5.8,8.1,22.1,101.8,30.8,70.4,30.4,38.4,104,Updated_literature,Dunning (2021),NO,NA,NA,Grassland,3,1,Carnivore,Invertivore,Terrestrial,Snares Snipe,Coenocorypha huegeli
Coenocorypha pusilla,Scolopacidae,Charadriiformes,AVIBASE-168E3626,5,2,3,0,4,45.2,37.3,4.9,7.1,21.6,98.4,30.3,67.7,31,32.8,80.5,Dunning,NA,NO,NA,NA,Forest,3,1,Carnivore,Invertivore,Terrestrial,Chatham Islands Snipe,Coenocorypha pusilla
Gallinago andina,Scolopacidae,Charadriiformes,AVIBASE-F9BBBC1F,5,2,3,0,4,57.3,49.8,3.7,5.5,27.3,113,44.2,66.8,39.9,49,109.4,Dunning,NA,NO,NA,NA,Wetland,3,1,Carnivore,Aquatic predator,Terrestrial,Puna Snipe,Gallinago andina
Gallinago delicata,Scolopacidae,Charadriiformes,AVIBASE-F5C8516D,5,2,3,0,4,66.9,57.7,4.6,6.6,29.4,128.4,59.5,68.5,46.5,55,112.9,DataFromSplit,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,Wilson's Snipe,Gallinago delicata
Gallinago gallinago,Scolopacidae,Charadriiformes,AVIBASE-9151E0BA,12,6,6,0,4,69.7,56.9,4.6,6,30,127.9,56.6,71.3,44.3,54,112.9,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,Common Snipe,Gallinago gallinago
Gallinago hardwickii,Scolopacidae,Charadriiformes,AVIBASE-C9B4E3D5,5,3,2,0,4,73.1,63.3,5,7.7,34.9,151,72.5,77.2,48.4,60.8,151.3,Dunning,NA,NO,NA,NA,Human Modified,3,3,Carnivore,Aquatic predator,Terrestrial,Latham's Snipe,Gallinago hardwickii
Gallinago imperialis,Scolopacidae,Charadriiformes,AVIBASE-3AA9C3BA,1,0,0,1,1,84.1,68.7,6.9,11.7,36,153,24.7,128.3,16.1,55,252,Inferred,NA,YES,Body Mass,Gallinago stricklandii,Forest,3,1,Carnivore,Aquatic predator,Terrestrial,Imperial Snipe,Gallinago imperialis
Gallinago jamesoni,Scolopacidae,Charadriiformes,AVIBASE-4A691A33,5,2,3,0,4,83.5,70.1,7.5,11,37.2,148,49.5,98,33.5,52.4,166,Dunning,NA,NO,NA,NA,Forest,3,1,Carnivore,Aquatic predator,Terrestrial,Jameson's Snipe,Gallinago jamesoni
Gallinago macrodactyla,Scolopacidae,Charadriiformes,AVIBASE-11B37CB0,5,2,3,0,4,102.2,92,6.2,8.3,37.8,133.6,49.2,83.2,37.1,58.4,216,Dunning,NA,NO,NA,NA,Wetland,3,1,Omnivore,Aquatic predator,Terrestrial,Madagascar Snipe,Gallinago macrodactyla
Gallinago magellanica,Scolopacidae,Charadriiformes,AVIBASE-3B942738,0,0,0,0,0,68.6,57.5,5.4,7.4,31.2,116,44,72,38,46,109.4,DataFromSplit,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Gallinago paraguaiae,Wetland,3,2,Carnivore,Aquatic predator,Terrestrial,Magellanic Snipe,Gallinago magellanica
Gallinago media,Scolopacidae,Charadriiformes,AVIBASE-BCCD5840,6,4,2,0,4,65.5,54.7,5.2,7.3,36.1,141,62.5,76.5,45,53.3,170,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,Great Snipe,Gallinago media
Gallinago megala,Scolopacidae,Charadriiformes,AVIBASE-9E66B47A,5,2,3,0,4,68.4,57.5,5,6.7,32.2,134.6,60.7,74.1,45,56.4,121,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,Swinhoe's Snipe,Gallinago megala
Gallinago nemoricola,Scolopacidae,Charadriiformes,AVIBASE-34ABFEB7,5,2,3,0,4,71.4,56.6,6.1,8.9,34.4,135,42.2,93.5,31.1,53.8,167.7,Dunning,NA,NO,NA,NA,Forest,3,3,Carnivore,Aquatic predator,Terrestrial,Wood Snipe,Gallinago nemoricola
Gallinago nigripennis,Scolopacidae,Charadriiformes,AVIBASE-831FC147,5,2,3,0,4,83.3,75.7,5.1,7.2,34.9,125.6,43.5,81,34.9,55,112,Dunning,NA,NO,NA,NA,Wetland,3,2,Carnivore,Aquatic predator,Terrestrial,African Snipe,Gallinago nigripennis
Gallinago nobilis,Scolopacidae,Charadriiformes,AVIBASE-0A79923B,5,2,2,1,4,97.9,88.2,5.9,8.2,36.9,138.4,47.5,91,34.2,53.2,192.4,Dunning,NA,NO,NA,NA,Wetland,3,1,Carnivore,Aquatic predator,Terrestrial,Noble Snipe,Gallinago nobilis
Gallinago paraguaiae,Scolopacidae,Charadriiformes,AVIBASE-8E841A61,4,2,2,0,4,68.6,57.5,5.4,7.4,31.2,116,44,72,38,46,109.4,Dunning,NA,NO,NA,NA,Wetland,3,2,Carnivore,Aquatic predator,Terrestrial,Pantanal Snipe,Gallinago paraguaiae
Gallinago solitaria,Scolopacidae,Charadriiformes,AVIBASE-F6B72EAF,4,2,2,0,4,75.9,66.2,4.3,6.9,32.6,160.2,71,89.2,44.3,63.5,140.1,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,Solitary Snipe,Gallinago solitaria
Gallinago stenura,Scolopacidae,Charadriiformes,AVIBASE-EE61E2CA,5,2,3,0,4,65.7,54.2,5.2,6.9,30.5,126.8,59.3,68.2,46.5,44,113,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,Pin-tailed Snipe,Gallinago stenura
Gallinago stricklandii,Scolopacidae,Charadriiformes,AVIBASE-9890A5DC,5,4,0,1,4,91.2,77.5,7,10.3,36,147.6,51.2,99,34.1,51.2,252,Dunning,NA,NO,NA,NA,Wetland,3,1,Carnivore,Aquatic predator,Terrestrial,Fuegian Snipe,Gallinago stricklandii
Gallinago undulata,Scolopacidae,Charadriiformes,AVIBASE-CBB7DCF0,4,1,2,1,4,108,88,8.1,12.6,45.9,154.8,42,112.8,27.1,50.5,312.4,Dunning,NA,NO,NA,NA,Grassland,3,1,Carnivore,Aquatic predator,Terrestrial,Giant Snipe,Gallinago undulata
Limnodromus griseus,Scolopacidae,Charadriiformes,AVIBASE-4A3B2CFF,5,2,3,0,4,61,53.1,4.4,6.8,33.6,143,71.8,70.8,50.3,55.2,110.5,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,Short-billed Dowitcher,Limnodromus griseus
Limnodromus scolopaceus,Scolopacidae,Charadriiformes,AVIBASE-CB343E43,4,2,2,0,4,70.7,61.9,4.5,7.1,38.6,145.5,74.2,71.2,51,56.5,104.4,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,Long-billed Dowitcher,Limnodromus scolopaceus
Limnodromus semipalmatus,Scolopacidae,Charadriiformes,AVIBASE-B7E68EC8,5,2,3,0,4,86.5,74.2,5.7,8.1,49.4,174.2,91.8,83.5,52.4,61.2,212,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,Asian Dowitcher,Limnodromus semipalmatus
Limosa fedoa,Scolopacidae,Charadriiformes,AVIBASE-249AE8DF,4,2,2,0,4,112.5,93.7,6.8,9.2,71.6,224.8,118,106.7,52.5,77.2,357,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,Marbled Godwit,Limosa fedoa
Limosa haemastica,Scolopacidae,Charadriiformes,AVIBASE-93013964,5,2,3,0,4,86.2,73.1,5.2,8.1,56.1,210.2,121.5,89.7,57.5,73,253.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,Hudsonian Godwit,Limosa haemastica
Limosa lapponica,Scolopacidae,Charadriiformes,AVIBASE-9A684C99,10,5,5,0,4,92.5,75.1,5.4,8.1,53.2,210.1,117.8,90.3,56.6,74,291.7,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,Bar-tailed Godwit,Limosa lapponica
Limosa limosa,Scolopacidae,Charadriiformes,AVIBASE-454B5CD5,5,2,3,0,4,113.5,95.6,6,10,78,215.6,110.2,103.6,51.5,78,288.4,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,Black-tailed Godwit,Limosa limosa
Lymnocryptes minimus,Scolopacidae,Charadriiformes,AVIBASE-1A15F0C6,5,2,3,0,4,43.2,36.5,4.1,6.8,23.3,105.6,45.8,58.8,43.8,49,50.1,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,Jack Snipe,Lymnocryptes minimus
Numenius americanus,Scolopacidae,Charadriiformes,AVIBASE-5284C27B,4,2,2,0,4,164,141.5,7.6,8.9,84.5,266.8,132.6,134.2,49.7,94.8,583.9,Dunning,NA,NO,NA,NA,Grassland,3,3,Carnivore,Omnivore,Terrestrial,Long-billed Curlew,Numenius americanus
Numenius arquata,Scolopacidae,Charadriiformes,AVIBASE-3BB5CBA6,9,4,4,1,4,145.8,122.5,8.9,9.7,82.7,292.2,155.9,137.2,53.2,111.3,803,Dunning,NA,NO,NA,NA,Grassland,3,3,Carnivore,Aquatic predator,Terrestrial,Eurasian Curlew,Numenius arquata
Numenius borealis,Scolopacidae,Charadriiformes,AVIBASE-FB9305DB,5,3,2,0,4,57.6,42.8,4.8,5.8,43.5,214,120,83.5,59,78.2,350.1,Dunning,NA,NO,NA,NA,Grassland,3,3,Carnivore,Invertivore,Terrestrial,Eskimo Curlew,Numenius borealis
Numenius madagascariensis,Scolopacidae,Charadriiformes,AVIBASE-DAF8F22B,5,2,3,0,4,184.2,149.2,9.5,10.5,93.2,305.2,166.2,137.2,54.7,114.2,792,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,Far Eastern Curlew,Numenius madagascariensis
Numenius minutus,Scolopacidae,Charadriiformes,AVIBASE-C00E1EB8,5,2,3,0,4,46.4,33.2,4.2,4.7,47.6,175,99.5,77.8,56.1,75.6,173,Dunning,NA,NO,NA,NA,Grassland,3,3,Carnivore,Aquatic predator,Terrestrial,Little Curlew,Numenius minutus
Numenius phaeopus,Scolopacidae,Charadriiformes,AVIBASE-F9305BAA,10,5,5,0,4,92.1,67.1,6.6,7.7,59.9,233,123.4,107,53.5,99.8,364.6,Dunning,NA,NO,NA,NA,Grassland,3,3,Carnivore,Omnivore,Terrestrial,Whimbrel,Numenius phaeopus
Numenius tahitiensis,Scolopacidae,Charadriiformes,AVIBASE-2507326E,4,2,2,0,4,96.7,76.1,6,7.6,58.3,244.5,131.3,113.2,53.6,92.8,400.1,Dunning,NA,NO,NA,NA,Grassland,3,3,Omnivore,Omnivore,Terrestrial,Bristle-thighed Curlew,Numenius tahitiensis
Numenius tenuirostris,Scolopacidae,Charadriiformes,AVIBASE-7A35DE81,5,2,3,0,4,85.9,66.4,5.9,6.5,63.3,252.8,136.2,117.8,53.5,95.4,308,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,Slender-billed Curlew,Numenius tenuirostris
Phalaropus fulicarius,Scolopacidae,Charadriiformes,AVIBASE-18A19380,10,5,4,1,4,31.4,27.1,2.9,3.3,26.9,126.3,65.4,58.3,52.8,51.8,55.6,Dunning,NA,NO,NA,NA,Marine,3,3,Carnivore,Aquatic predator,Terrestrial,Red Phalarope,Phalaropus fulicarius
Phalaropus lobatus,Scolopacidae,Charadriiformes,AVIBASE-E6F3BA54,9,3,5,1,4,24.4,19.1,2.5,2.7,18.8,109,54.4,55.2,49.6,50.6,36.7,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,Red-necked Phalarope,Phalaropus lobatus
Phalaropus tricolor,Scolopacidae,Charadriiformes,AVIBASE-667C6969,5,2,3,0,4,27.3,17.8,3.4,3.8,23.2,127.8,73,57,56.2,59,59.4,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,Wilson's Phalarope,Phalaropus tricolor
Prosobonia parvirostris,Scolopacidae,Charadriiformes,AVIBASE-40EB31D0,8,4,4,0,6,19.8,11.8,2.8,3.3,25,104.6,34.5,70.2,33,54.3,36,DataFromSplit,NA,NO,NA,NA,Coastal,3,1,Carnivore,Aquatic predator,Terrestrial,Tuamotu Sandpiper,Prosobonia parvirostris
Scolopax bukidnonensis,Scolopacidae,Charadriiformes,AVIBASE-EC0ADB10,3,1,2,0,2,85.9,69.1,7,11.1,33.7,161,32.2,129.5,19.6,58,238,Dunning,NA,NO,NA,NA,Forest,3,1,Carnivore,Invertivore,Terrestrial,Bukidnon Woodcock,Scolopax bukidnonensis
Scolopax celebensis,Scolopacidae,Charadriiformes,AVIBASE-5306D33E,2,0,1,1,1,92.7,75,7.4,11.4,40.1,192.9,53.5,139.4,27.7,68.4,205,Inferred,NA,YES,Body Mass,Scolopax rosenbergii,Forest,3,1,Carnivore,Aquatic predator,Terrestrial,Sulawesi Woodcock,Scolopax celebensis
Scolopax minor,Scolopacidae,Charadriiformes,AVIBASE-F4829920,5,2,3,0,4,71.9,60.6,6.4,9.4,31.3,129.8,40,90.8,30.6,63.4,196.3,Dunning,NA,NO,NA,NA,Forest,3,3,Carnivore,Invertivore,Terrestrial,American Woodcock,Scolopax minor
Scolopax mira,Scolopacidae,Charadriiformes,AVIBASE-540030A1,5,2,3,0,4,83.9,68.4,7.4,11.4,44.4,189.7,57.8,133.5,30.2,69.6,447,Dunning,NA,NO,NA,NA,Forest,3,1,Carnivore,Invertivore,Terrestrial,Amami Woodcock,Scolopax mira
Scolopax rochussenii,Scolopacidae,Charadriiformes,AVIBASE-49C57A6B,1,0,0,1,1,95.5,79.6,8.1,12.3,43.5,191,53,138,27.7,74,308.3,Inferred,NA,YES,Body Mass,Scolopax rusticola,Forest,3,1,Carnivore,Invertivore,Terrestrial,Moluccan Woodcock,Scolopax rochussenii
Scolopax rosenbergii,Scolopacidae,Charadriiformes,AVIBASE-6D3CC1FB,5,2,3,0,4,86.4,72.2,6.4,9.5,34.6,148,43.8,104.8,29.5,57.8,205,Dunning,NA,NO,NA,NA,Forest,3,1,Carnivore,Invertivore,Terrestrial,New Guinea Woodcock,Scolopax rosenbergii
Scolopax rusticola,Scolopacidae,Charadriiformes,AVIBASE-BFE14290,11,5,5,1,4,76.7,60.9,6.5,10,34.2,192.4,75.1,115.6,39.4,84.8,308.3,Dunning,NA,NO,NA,NA,Forest,3,3,Carnivore,Omnivore,Terrestrial,Eurasian Woodcock,Scolopax rusticola
Scolopax saturata,Scolopacidae,Charadriiformes,AVIBASE-B12B5C0D,5,3,1,1,4,77.3,66.8,6.7,10.2,33.8,145.8,35.8,111.7,24.3,54.2,205,Dunning,NA,NO,NA,NA,Forest,3,1,Carnivore,Invertivore,Terrestrial,Javan Woodcock,Scolopax saturata
Tringa brevipes,Scolopacidae,Charadriiformes,AVIBASE-29256A38,5,2,3,0,4,41.8,29.8,3.5,5,32.9,157.8,85.5,70.5,54.8,68.2,127,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,Gray-tailed Tattler,Tringa brevipes
Tringa erythropus,Scolopacidae,Charadriiformes,AVIBASE-0895DD84,5,2,3,0,4,63,50.4,4.1,5.7,57.2,163.4,83,80.5,50.8,63.4,158,Dunning,NA,NO,NA,NA,Grassland,3,3,Carnivore,Aquatic predator,Terrestrial,Spotted Redshank,Tringa erythropus
Tringa flavipes,Scolopacidae,Charadriiformes,AVIBASE-2C7A2673,5,2,3,0,4,41.4,30.6,2.9,4,49.6,152.6,79.8,71.5,52.8,65.6,77.5,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,Lesser Yellowlegs,Tringa flavipes
Tringa glareola,Scolopacidae,Charadriiformes,AVIBASE-8E67DC5F,9,4,5,0,4,32.5,24.3,2.9,3.9,35.1,124,60.2,64.3,48.4,49.2,62.1,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,Wood Sandpiper,Tringa glareola
Tringa guttifer,Scolopacidae,Charadriiformes,AVIBASE-C7E9D357,4,2,2,0,4,57.4,40.6,4.8,5.9,42.9,171.2,92.2,79,53.9,61,158,Dunning,NA,NO,NA,NA,Coastal,3,3,Carnivore,Aquatic predator,Terrestrial,Nordmann's Greenshank,Tringa guttifer
Tringa incana,Scolopacidae,Charadriiformes,AVIBASE-13854B6E,5,2,3,0,4,45.1,29.1,3.5,5.1,32.9,164.6,90.5,73.3,55.3,72.2,108.2,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,Wandering Tattler,Tringa incana
Tringa melanoleuca,Scolopacidae,Charadriiformes,AVIBASE-6EB81C98,4,2,2,0,4,59.9,45.9,4.8,6,60.5,194.5,97.6,96.9,50.2,79.8,161.7,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,Greater Yellowlegs,Tringa melanoleuca
Tringa nebularia,Scolopacidae,Charadriiformes,AVIBASE-18B415D2,9,4,5,0,4,63.6,42.9,4.1,6,58,185.4,96.9,88.8,52.1,74.8,187,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,Common Greenshank,Tringa nebularia
Tringa ochropus,Scolopacidae,Charadriiformes,AVIBASE-A7B17EFC,6,2,3,1,4,37.4,27.6,2.7,4.1,32.9,137.8,63.2,74.8,45.8,59.5,71.4,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,Green Sandpiper,Tringa ochropus
Tringa semipalmata,Scolopacidae,Charadriiformes,AVIBASE-E7A14E91,4,2,2,0,4,67.4,46,4.5,7.2,65.4,203.5,97,106.6,47.6,73.8,245.7,Dunning,NA,NO,NA,NA,Coastal,3,3,Carnivore,Aquatic predator,Terrestrial,Willet,Tringa semipalmata
Tringa solitaria,Scolopacidae,Charadriiformes,AVIBASE-D4A73324,5,2,3,0,4,32.7,25.4,2.7,3.9,29.6,126.6,63.9,64.6,49.7,53.9,48.4,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,Solitary Sandpiper,Tringa solitaria
Tringa stagnatilis,Scolopacidae,Charadriiformes,AVIBASE-15CF9352,5,2,3,0,4,42.5,32.1,3,3.6,49.9,133.4,68.9,64.1,51.7,56.2,77.5,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,Marsh Sandpiper,Tringa stagnatilis
Tringa totanus,Scolopacidae,Charadriiformes,AVIBASE-D6BFC73A,9,4,5,0,4,45.1,31.1,3.4,4.9,47.3,156.9,74.1,82.8,47.2,64.1,129,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,Common Redshank,Tringa totanus
Xenus cinereus,Scolopacidae,Charadriiformes,AVIBASE-6D5992EE,5,2,3,0,4,46.8,39,4,4.5,28.2,127.4,70,58,54.6,55,78.8,Dunning,NA,NO,NA,NA,Grassland,3,3,Carnivore,Aquatic predator,Terrestrial,Terek Sandpiper,Xenus cinereus
Stercorarius antarcticus,Stercorariidae,Charadriiformes,AVIBASE-4D5D2BC3,12,6,5,1,8,59.2,21.2,11.3,19.5,71.7,401.4,195.1,203,49,148.2,1650,EltonTraits_Model,NA,NO,NA,NA,Marine,3,3,Carnivore,Aquatic predator,Aerial,Brown Skua,Stercorarius antarcticus
Stercorarius chilensis,Stercorariidae,Charadriiformes,AVIBASE-22214CD3,5,3,2,0,4,53.6,19.2,10.9,17.9,63.6,379.6,188,188.8,49.9,128.5,1367.8,Dunning,NA,NO,NA,NA,Marine,3,3,Carnivore,Aquatic predator,Aerial,Chilean Skua,Stercorarius chilensis
Stercorarius longicaudus,Stercorariidae,Charadriiformes,AVIBASE-1D446440,10,5,5,0,4,32.9,11.2,5.4,9.2,40.7,301.7,181.4,120.2,60.2,245.5,287.9,Dunning,NA,NO,NA,NA,Marine,3,3,Carnivore,Aquatic predator,Aerial,Long-tailed Jaeger,Stercorarius longicaudus
Stercorarius maccormicki,Stercorariidae,Charadriiformes,AVIBASE-7D1A9D5C,5,2,3,0,4,52.7,19.6,9.8,17.6,56.2,386.8,192.8,193,50,135,1347.1,Dunning,NA,NO,NA,NA,Marine,3,3,Carnivore,Aquatic predator,Aerial,South Polar Skua,Stercorarius maccormicki
Stercorarius parasiticus,Stercorariidae,Charadriiformes,AVIBASE-39086887,14,6,8,0,8,36.1,12,5.7,9,41.5,310.5,188.3,124.5,60.2,172,444.3,Dunning,NA,NO,NA,NA,Marine,3,3,Carnivore,Aquatic predator,Aerial,Parasitic Jaeger,Stercorarius parasiticus
Stercorarius pomarinus,Stercorariidae,Charadriiformes,AVIBASE-7CB8F5B7,9,4,5,0,4,45.8,16.1,7.2,12.5,52,350.8,196.1,154.5,55.8,175.6,692.5,Dunning,NA,NO,NA,NA,Marine,3,3,Carnivore,Aquatic predator,Aerial,Pomarine Jaeger,Stercorarius pomarinus
Stercorarius skua,Stercorariidae,Charadriiformes,AVIBASE-BB041C6E,5,2,3,0,4,54.4,20.1,10.1,17.3,61.7,394.6,210,183.8,53.3,146.4,1338.2,Dunning,NA,NO,NA,NA,Marine,3,3,Carnivore,Aquatic predator,Aerial,Great Skua,Stercorarius skua
Attagis gayi,Thinocoridae,Charadriiformes,AVIBASE-7C72CD00,4,0,1,3,4,22.7,12.7,7.8,8.5,25.8,190,86.7,103.3,45.5,69.5,311,Dunning,NA,NO,NA,NA,Grassland,3,1,Herbivore,Herbivore terrestrial,Terrestrial,Rufous-bellied Seedsnipe,Attagis gayi
Attagis malouinus,Thinocoridae,Charadriiformes,AVIBASE-1D9989DE,4,1,3,0,4,18.8,10.8,6.6,8,24,166.8,82.6,84.2,49.5,63.8,340,Dunning,NA,NO,NA,NA,Grassland,3,1,Herbivore,Herbivore terrestrial,Terrestrial,White-bellied Seedsnipe,Attagis malouinus
Thinocorus orbignyianus,Thinocoridae,Charadriiformes,AVIBASE-2A1A2F3A,5,2,3,0,4,16.4,8.4,5.8,5.9,23.7,138.8,67.6,72.4,48.2,65.6,115,Dunning,NA,NO,NA,NA,Grassland,3,1,Herbivore,Herbivore terrestrial,Terrestrial,Gray-breasted Seedsnipe,Thinocorus orbignyianus
Thinocorus rumicivorus,Thinocoridae,Charadriiformes,AVIBASE-4262DA5A,7,3,4,0,4,12.7,7,4.9,5.2,18,110.6,50.3,55.4,47.6,54.4,53.1,Dunning,NA,NO,NA,NA,Grassland,3,1,Herbivore,Herbivore terrestrial,Terrestrial,Least Seedsnipe,Thinocorus rumicivorus
Ortyxelos meiffrenii,Turnicidae,Charadriiformes,AVIBASE-B605A049,6,2,4,0,4,10.4,5.3,2.2,2.2,18.2,76,19.2,56.3,25.4,35.3,17.6,Dunning,NA,NO,NA,NA,Grassland,3,2,Omnivore,Omnivore,Terrestrial,Quail-plover,Ortyxelos meiffrenii
